listing_id,location,property_type,rooms,bathrooms,car_parks,size_sqft,furnished,monthly_rent,date_listed,agent_rating
KV100616,KLCC  ,Apartment,4.0,4.0,2.0,900 sq. ft.,Fully Furnished,"RM 4,800",2025-09-13,3.8
KV100516,subang jaya,Studio,1.0,1.0,0.0,380 sq. ft.,Fully Furnished,"RM 1,200",11/01/2026,4.1
KV100930,Petaling Jaya  ,Serviced Residence,3.0,2.0,2.0,970 sq. ft.,Fully Furnished,"RM 3,650",01/03/2026,4.9
KV100836,Bangsar,Serviced Residence,2.0,1.0,1.0,830 sq. ft.,Partially Furnished,"RM 2,750",2026-08-05,3.3
KV100842,PETALING JAYA,Apartment,3.0,,,"1,160 sq. ft.",partially furnished,"RM 2,750",2025-11-08,3.2
KV100802,Ampang,Serviced Residence,4.0,3.0,,490 sq. ft.,Fully Furnished,"RM 1,800",2026-05-11,4.3
KV100851,MONT KIARA,Condominium,4.0,3.0,2.0,"1,140 sq. ft.",Fully Furnished,"RM 6,300",2025-06-07,4.1
KV100809,KLCC,Serviced Residence,3.0,2.0,,"1,120 sq. ft.",Fully Furnished,"RM 7,000",2025-06-19,4.0
KV100592,shah alam,Apartment,3.0,,2.0,830 sq. ft.,Fully Furnished,"RM 1,800",2026-01-06,3.8
KV101090,Cyberjaya  ,Condominium,2.0,2.0,1.0,"1,370 sq. ft.",Partially Furnished,"RM 2,700",2026-03-19,4.7
KV100501,CYBERJAYA,Terrace House,5.0,5.0,2.0,,Fully Furnished,"RM 4,300",04/08/2025,4.2
KV100538,Ampang,Condominium,2.0,1.0,,"1,040 sq. ft.",Partially Furnished,"RM 2,700",2025-08-05,4.9
KV101019,Ampang,Condominium,2.0,1.0,2.0,"1,230 sq. ft.",,"RM 4,250",2025-07-24,
KV100728,Subang Jaya,Serviced Residence,4.0,4.0,1.0,820 sq. ft.,Not Furnished,"RM 1,900",2025-07-28,4.8
KV100581,Shah Alam,Serviced Residence,4.0,3.0,3.0,890 sq. ft.,fully furnished,"RM 2,450",2026-08-02,
KV100343,Subang Jaya,Apartment,4.0,4.0,1.0,930 sq. ft.,Fully Furnished,"RM 2,450",2025-06-12,3.5
KV100996,Puchong,Terrace House,5.0,4.0,2.0,"1,630 sq. ft.",,"RM 2,850",18/09/2025,4.4
KV100935,BANGSAR,Condominium,4.0,3.0,2.0,,Unfurnished,"RM 6,200",2026-03-23,
KV100293,MONT KIARA,Condominium,4.0,3.0,1.0,"1,270 sq. ft.",fully furnished,"RM 5,850",2025-04-12,4.8
KV100364,KLCC  ,Condominium,4.0,3.0,3.0,"1,080 sq. ft.",Partially Furnished,"RM 5,250",2025-07-29,3.8
KV101156,Petaling Jaya,Condominium,,2.0,1.0,"1,270 sq. ft.",Partially Furnished,"RM 3,400",2026-06-20,4.5
KV100659,Subang Jaya,Serviced Residence,2.0,1.0,2.0,930 sq. ft.,Full Furnished,"RM 2,650",2026-05-10,4.1
KV100014,setapak,Condominium,4.0,3.0,2.0,"1,100 sq. ft.",Fully Furnished,"RM 2,550",2025-04-06,3.4
KV100686,Subang Jaya,Condominium,3.0,3.0,,840 sq. ft.,fully furnished,"RM 2,500",2025-07-11,3.2
KV100086,Kajang,Serviced Residence,2.0,2.0,2.0,630 sq. ft.,Partially Furnished,"RM 1,150",2026-04-24,3.8
KV100370,Setapak,Serviced Residence,3.0,2.0,2.0,"1,120 sq. ft.",Fully Furnished,"RM 2,700",2025-10-03,3.5
KV100165,Kajang,Serviced Residence,4.0,4.0,,"1,170 sq. ft.",Fully Furnished,"RM 2,250",09/07/2025,3.5
KV100131,Subang Jaya,Apartment,3.0,3.0,2.0,650 sq. ft.,Full Furnished,"RM 1,900",2025-04-10,4.4
KV100335,Mont Kiara,Apartment,3.0,,2.0,"1,000 sq. ft.",Partially Furnished,"RM 3,950",2026-01-09,
KV100059,Mont Kiara,Apartment,2.0,,1.0,930 sq. ft.,Partially Furnished,"RM 3,600",2025-08-27,5.0
KV100709,Kajang,Serviced Residence,3.0,3.0,,960 sq. ft.,NOT FURNISHED,"RM 1,750",2025-09-18,4.6
KV100951,Ampang,Condominium,3.0,2.0,2.0,"1,360 sq. ft.",Partially Furnished,"RM 3,800",28/05/2026,5.0
KV100676,Cheras,Condominium,3.0,2.0,2.0,"1,140 sq. ft.",,"RM 2,100",2025-05-20,3.7
KV100354,KLCC,Apartment,4.0,4.0,1.0,810 sq. ft.,Fully Furnished,"RM 3,950",17/12/2025,3.7
KV100780,Shah Alam  ,Serviced Residence,2.0,2.0,,"1,080 sq. ft.",Partially Furnished,"RM 2,250",01/05/2025,
KV100424,Setapak,Studio,1.0,1.0,0.0,400 sq. ft.,Partially Furnished,RM 800,2026-06-10,4.0
KV100292,Puchong,Condominium,3.0,2.0,2.0,"12,714 sq. ft.",FULLY FURNISHED,"RM 2,000",2026-06-01,4.8
KV100041,Petaling Jaya,Condominium,2.0,1.0,0.0,"1,440 sq. ft.",,"RM 4,350",2025-07-16,3.7
KV101093,Subang Jaya,Terrace House,4.0,,2.0,"2,060 sq. ft.",Not Furnished,"RM 3,250",2025-07-05,3.4
KV100329,Cyberjaya,Apartment,,2.0,,"1,020 sq. ft.",Not Furnished,"RM 1,750",2025-09-07,4.2
KV100614,Subang Jaya,Serviced Residence,2.0,1.0,2.0,900 sq. ft.,FULLY FURNISHED,"RM 3,000",2026-05-14,4.5
KV100429,Cheras,Condominium,4.0,4.0,3.0,"1,420 sq. ft.",Fully Furnished,"RM 3,400",24/04/2026,
KV100079,Bangsar,Condominium,2.0,2.0,1.0,"1,300 sq. ft.",Fully Furnished,"RM 7,400",2026-07-01,3.4
KV100693,Shah Alam,Studio,1.0,1.0,2.0,440 sq. ft.,,"RM 1,150",27/01/2026,3.8
KV100028,Shah Alam,Condominium,2.0,2.0,1.0,"1,080 sq. ft.",Not Furnished,"RM 2,000",2026-06-29,3.1
KV100707,Bangsar,Apartment,3.0,2.0,0.0,"1,000 sq. ft.",Partially Furnished,"RM 3,700",2026-06-10,4.2
KV100892,Cyberjaya,Apartment,2.0,2.0,0.0,660 sq. ft.,Fully Furnished,"RM 1,300",2026-04-20,4.0
KV100986,petaling jaya,Serviced Residence,2.0,1.0,1.0,,not furnished,"RM 2,150",2025-11-21,3.7
KV100960,Petaling Jaya,Serviced Residence,4.0,3.0,2.0,"1,000 sq. ft.",Fully Furnished,"RM 3,200",26/06/2025,5.0
KV100890,Shah Alam,Apartment,2.0,,,770 sq. ft.,PARTIALLY FURNISHED,"RM 1,500",2026-04-16,4.1
KV100254,Bangsar,Serviced Residence,2.0,2.0,,860 sq. ft.,Not Furnished,"RM 3,150",2026-04-17,4.5
KV100160,Cheras,Condominium,3.0,2.0,0.0,"1,150 sq. ft.",Partially Furnished,"RM 2,450",2025-11-05,4.3
KV100458,  Subang Jaya ,Terrace House,3.0,2.0,2.0,"1,710 sq. ft.",fully furnished,"RM 3,550",2025-05-20,3.0
KV100383,KLCC,Apartment,3.0,,,600 sq. ft.,Fully Furnished,"RM 3,150",2026-02-22,3.9
KV100313,Kajang,Condominium,3.0,2.0,2.0,"1,200 sq. ft.",Partially Furnished,"RM 2,250",2026-08-30,3.7
KV100084,SUBANG JAYA,Apartment,2.0,,1.0,730 sq. ft.,Not Furnished,"RM 1,450",09/10/2025,3.5
KV100574,Subang Jaya,Serviced Residence,4.0,3.0,,900 sq. ft.,Fully Furnished,"RM 3,000",2025-09-26,3.7
KV100762,Ampang  ,Terrace House,5.0,4.0,,"1,420 sq. ft.",,"RM 3,200",05/08/2026,3.8
KV100136,Cheras,Condominium,4.0,3.0,3.0,"1,180 sq. ft.",Not Furnished,"RM 56,848",2026-06-27,3.4
KV100111,Subang Jaya,Apartment,4.0,4.0,,850 sq. ft.,Partially Furnished,"RM 1,750",21/03/2025,4.4
KV100194,CYBERJAYA,Terrace House,4.0,3.0,2.0,"2,070 sq. ft.",Not Furnished,"RM 3,350",2026-06-26,
KV100852,Mont Kiara,Apartment,2.0,1.0,,780 sq. ft.,Fully Furnished,"RM 3,800",09/08/2025,4.2
KV100178,Kajang,Apartment,3.0,,2.0,980 sq. ft.,Partially Furnished,"RM 1,600",2025-07-01,4.2
KV100555,Petaling Jaya,Condominium,2.0,2.0,,"1,070 sq. ft.",Unfurnished,"RM 2,750",28/04/2025,3.8
KV100723,KLCC,Terrace House,4.0,4.0,2.0,"1,490 sq. ft.",Fully Furnished,"RM 5,600",13/07/2025,4.2
KV100859,Mont Kiara,Serviced Residence,4.0,3.0,,660 sq. ft.,Partially Furnished,"RM 3,550",2025-12-04,3.9
KV100496,Ampang,Apartment,2.0,2.0,2.0,670 sq. ft.,Fully Furnished,"RM 2,000",2025-09-08,
KV101184,KLCC,Studio,1.0,1.0,-0.0,450 sq. ft.,Not Furnished,"RM 2,150",2025-08-30,3.5
KV100805,Bangsar,Serviced Residence,4.0,3.0,,"1,110 sq. ft.",Fully Furnished,"RM 5,500",2026-06-24,4.5
KV100129,SHAH ALAM,Condominium,4.0,3.0,1.0,"1,330 sq. ft.",Partially Furnished,"RM 2,950",21/08/2025,3.9
KV100715,Ampang,Condominium,3.0,2.0,0.0,"1,080 sq. ft.",Not Furnished,"RM 2,650",2025-08-22,4.5
KV100337,Setapak,Condominium,3.0,2.0,0.0,"1,030 sq. ft.",Fully Furnished,"RM 2,500",2026-08-08,4.1
KV100184,Ampang,Condominium,3.0,3.0,2.0,"1,390 sq. ft.",Not Furnished,"RM 3,100",2026-05-06,
KV100608,Bangsar,Apartment,2.0,1.0,2.0,870 sq. ft.,Partially Furnished,"RM 2,900",2025-10-07,4.0
KV100124,Subang Jaya,Studio,1.0,1.0,-0.0,450 sq. ft.,fully furnished,"RM 1,450",2025-11-12,3.5
KV100195,Mont Kiara,Condominium,4.0,4.0,2.0,"1,250 sq. ft.",Not Furnished,"RM 4,800",10/11/2025,
KV100226,AMPANG,Condominium,4.0,4.0,2.0,"1,300 sq. ft.",Partly Furnished,"RM 4,450",2025-10-26,
KV100689,KAJANG,Apartment,4.0,3.0,1.0,770 sq. ft.,Fully Furnished,"RM 1,250",2026-06-18,3.1
KV100268,Cheras,Serviced Residence,2.0,2.0,1.0,890 sq. ft.,Full Furnished,"RM 2,650",2026-05-29,4.0
KV100152,Cyberjaya,Apartment,3.0,3.0,2.0,"1,040 sq. ft.",Partially Furnished,"RM 2,150",2025-12-22,4.2
KV100909,KLCC,Condominium,4.0,4.0,1.0,"1,310 sq. ft.",Fully Furnished,"RM 7,800",09/07/2025,4.2
KV100584,Setapak,Serviced Residence,2.0,1.0,0.0,970 sq. ft.,Fully Furnished,"RM 2,300",2026-02-22,3.5
KV100970,Cheras,Terrace House,5.0,4.0,,"1,650 sq. ft.",NOT FURNISHED,"RM 2,700",2025-12-19,4.0
KV100103,Cheras  ,Studio,1.0,1.0,0.0,420 sq. ft.,Not Furnished,RM 850,2025-05-30,
KV100593,Subang Jaya,Condominium,4.0,3.0,2.0,"1,020 sq. ft.",Fully Furnished,"RM 3,000",2026-02-05,4.5
KV101133,Puchong  ,Condominium,4.0,3.0,,"1,110 sq. ft.",Partially Furnished,"RM 1,950",2026-05-26,4.3
KV100786,Petaling Jaya,Serviced Residence,2.0,1.0,1.0,870 sq. ft.,Fully Furnished,"RM 2,700",27/06/2026,4.3
KV100719,Shah Alam,Serviced Residence,3.0,2.0,0.0,840 sq. ft.,Fully Furnished,"RM 2,500",2025-12-04,
KV100884,Bangsar,Serviced Residence,4.0,3.0,2.0,670 sq. ft.,Not Furnished,"RM 2,550",2026-04-22,5.0
KV100776,Mont Kiara  ,Condominium,4.0,3.0,2.0,"1,230 sq. ft.",Partially Furnished,"RM 4,550",2025-03-20,4.4
KV100968,Setapak,Apartment,2.0,1.0,0.0,"1,230 sq. ft.",NOT FURNISHED,"RM 67,289",2025-09-04,3.4
KV100849,kajang,Condominium,2.0,2.0,2.0,990 sq. ft.,Fully Furnished,"RM 2,150",30/12/2025,3.6
KV100894,Mont Kiara,Serviced Residence,3.0,2.0,2.0,"1,240 sq. ft.",Fully Furnished,"RM 6,900",01/07/2025,
KV100227,Kajang,Serviced Residence,3.0,3.0,,"1,200 sq. ft.",Full Furnished,"RM 2,650",2025-04-03,4.0
KV101155,Shah Alam,Serviced Residence,3.0,2.0,0.0,840 sq. ft.,Partly Furnished,"RM 2,200",30/08/2026,3.5
KV100301,Kajang,Apartment,2.0,1.0,0.0,"1,020 sq. ft.",Not Furnished,"RM 1,400",2025-11-15,4.6
KV100854,Cyberjaya,Serviced Residence,4.0,4.0,,970 sq. ft.,Full Furnished,"RM 2,550",2025-07-14,4.9
KV100275,Setapak,Terrace House,5.0,4.0,2.0,"1,780 sq. ft.",Fully Furnished,"RM 3,300",2026-05-15,2.9
KV100126,Ampang,Serviced Residence,2.0,1.0,1.0,"1,070 sq. ft.",Partially Furnished,"RM 3,150",14/11/2025,4.2
KV100405,Puchong,Condominium,4.0,3.0,1.0,"1,470 sq. ft.",Not Furnished,"RM 2,600",07/12/2025,4.6
KV100775,Setapak,Terrace House,5.0,,2.0,,Partially Furnished,"RM 2,550",2025-10-17,
KV100821,cheras,Terrace House,4.0,3.0,,"1,650 sq. ft.",,"RM 3,350",2025-11-19,3.7
KV100711,Ampang,Condominium,4.0,4.0,3.0,950 sq. ft.,PARTIALLY FURNISHED,"RM 2,600",14/05/2025,7.0
KV100765,Mont Kiara  ,Terrace House,5.0,5.0,3.0,"1,620 sq. ft.",,"RM 4,350",03/08/2025,4.3
KV100683,Mont Kiara,Condominium,2.0,2.0,2.0,"1,350 sq. ft.",Fully Furnished,"RM 6,650",2025-04-11,3.1
KV100749,SHAH ALAM,Condominium,4.0,4.0,2.0,"1,340 sq. ft.",partially furnished,"RM 2,850",2026-05-22,2.4
KV101158,Kajang,Terrace House,5.0,4.0,2.0,"1,770 sq. ft.",Full Furnished,"RM 2,450",02/01/2026,5.0
KV100036,cheras,Serviced Residence,3.0,3.0,2.0,900 sq. ft.,,"RM 2,150",30/05/2025,4.1
KV100139,KLCC,Studio,1.0,1.0,0.0,360 sq. ft.,,"RM 2,350",2026-07-18,4.4
KV100303,KLCC,Condominium,4.0,,2.0,"1,060 sq. ft.",PARTIALLY FURNISHED,"RM 5,250",11/02/2026,3.9
KV100267,Ampang,Condominium,2.0,1.0,0.0,"1,370 sq. ft.",Not Furnished,"RM 3,500",05/09/2025,4.6
KV100834,Ampang,Condominium,3.0,3.0,2.0,"1,520 sq. ft.",Fully Furnished,"RM 4,800",04/06/2026,3.3
KV100533,Petaling Jaya,Serviced Residence,4.0,4.0,2.0,820 sq. ft.,Not Furnished,"RM 2,150",2025-10-12,4.4
KV100545,Petaling Jaya,Serviced Residence,3.0,2.0,,990 sq. ft.,Partly Furnished,"RM 2,900",2025-10-18,3.7
KV100212,Setapak,Apartment,4.0,4.0,2.0,970 sq. ft.,fully furnished,"RM 1,900",2025-08-02,
KV100896,Kajang,Condominium,2.0,,1.0,"1,560 sq. ft.",Partially Furnished,"RM 2,900",2026-06-26,4.5
KV100468,  Bangsar ,Condominium,2.0,1.0,,"1,000 sq. ft.",Partially Furnished,"RM 3,950",16/02/2026,4.2
KV100198,Kajang,Condominium,4.0,3.0,3.0,"1,300 sq. ft.",Fully Furnished,"RM 2,850",10/04/2025,4.3
KV101060,Subang Jaya,Serviced Residence,3.0,,2.0,,Partially Furnished,"RM 2,450",2026-05-21,3.1
KV100867,Setapak,Apartment,2.0,1.0,2.0,770 sq. ft.,Fully Furnished,"RM 1,650",16/11/2025,0.0
KV100672,  Setapak ,Serviced Residence,3.0,2.0,2.0,830 sq. ft.,Partially Furnished,"RM 1,700",03/06/2026,5.0
KV100916,Cyberjaya,Apartment,3.0,2.0,2.0,850 sq. ft.,Fully Furnished,"RM 1,950",2025-11-01,4.1
KV100527,Subang Jaya,Terrace House,4.0,3.0,1.0,"1,480 sq. ft.",Fully Furnished,"RM 2,900",2025-05-10,4.1
KV100675,Bangsar,Terrace House,5.0,4.0,2.0,"1,430 sq. ft.",partially furnished,"RM 4,300",11/01/2026,3.6
KV101086,Bangsar,Apartment,4.0,3.0,1.0,,fully furnished,"RM 3,700",12/11/2025,3.5
KV100814,Bangsar,Apartment,3.0,,,780 sq. ft.,Fully Furnished,"RM 48,174",2026-01-08,4.4
KV100241,Petaling Jaya,Apartment,4.0,3.0,1.0,820 sq. ft.,Fully Furnished,"RM 2,450",2025-10-30,4.1
KV100342,Mont Kiara,Apartment,2.0,2.0,1.0,980 sq. ft.,Fully Furnished,"RM 4,250",12/06/2026,3.8
KV100549,KLCC  ,Serviced Residence,3.0,2.0,2.0,870 sq. ft.,Not Furnished,"RM 3,600",15/08/2026,4.0
KV100386,  Ampang ,Condominium,2.0,1.0,,"1,270 sq. ft.",Full Furnished,"RM 4,100",2025-07-15,4.2
KV101137,Cyberjaya,Serviced Residence,4.0,3.0,,"1,030 sq. ft.",Fully Furnished,"RM 2,850",30/08/2025,4.1
KV100966,Mont Kiara,Condominium,2.0,2.0,,"1,360 sq. ft.",Fully Furnished,"RM 7,350",24/07/2026,4.0
KV100206,Cyberjaya,Serviced Residence,2.0,1.0,2.0,820 sq. ft.,,"RM 1,850",2026-07-26,3.1
KV100295,Mont Kiara,Terrace House,5.0,5.0,2.0,"1,980 sq. ft.",Fully Furnished,"RM 7,500",2026-06-16,
KV100695,Subang Jaya,Apartment,4.0,3.0,3.0,660 sq. ft.,Fully Furnished,"RM 1,750",2025-03-23,3.7
KV101071,Subang Jaya,Serviced Residence,3.0,3.0,,900 sq. ft.,not furnished,"RM 2,000",11/12/2025,3.9
KV100073,KLCC,Condominium,3.0,2.0,,"1,230 sq. ft.",Not Furnished,"RM 5,600",2026-02-22,4.0
KV100605,  Cyberjaya ,Studio,1.0,1.0,,340 sq. ft.,Not Furnished,RM 850,2026-03-12,3.7
KV100104,petaling jaya,Serviced Residence,3.0,,,840 sq. ft.,Not Furnished,"RM 2,000",2026-07-27,3.8
KV101015,Bangsar  ,Condominium,3.0,,2.0,"1,390 sq. ft.",Not Furnished,"RM 5,500",2025-12-21,4.1
KV101037,Cyberjaya,Condominium,4.0,4.0,3.0,,Partially Furnished,"RM 2,300",2025-09-21,
KV101053,Puchong,Serviced Residence,3.0,3.0,2.0,950 sq. ft.,Partially Furnished,"RM 2,050",08/04/2026,3.8
KV100016,Petaling Jaya,Condominium,3.0,2.0,2.0,"1,270 sq. ft.",Fully Furnished,"RM 4,000",2026-04-20,4.1
KV100439,Ampang  ,Condominium,4.0,4.0,1.0,"1,000 sq. ft.",Not Furnished,"RM 2,800",2025-08-19,3.6
KV100091,Puchong,Terrace House,5.0,4.0,3.0,"1,300 sq. ft.",Fully Furnished,"RM 2,500",2025-09-26,3.7
KV100088,Mont Kiara,Condominium,2.0,1.0,2.0,"1,000 sq. ft.",Partly Furnished,"RM 5,250",2026-02-02,3.9
KV101070,  Cyberjaya ,Serviced Residence,3.0,2.0,2.0,850 sq. ft.,Fully Furnished,"RM 2,050",2026-04-20,3.7
KV100908,  Petaling Jaya ,Condominium,4.0,4.0,2.0,820 sq. ft.,Partially Furnished,"RM 2,400",2025-04-05,
KV100450,Kajang,Serviced Residence,3.0,2.0,2.0,"1,020 sq. ft.",Partially Furnished,"RM 1,850",29/04/2026,3.6
KV100717,  Bangsar ,Condominium,3.0,3.0,,"1,030 sq. ft.",Partially Furnished,"RM 3,700",25/08/2026,3.4
KV100102,Subang Jaya,Apartment,3.0,3.0,2.0,780 sq. ft.,Not Furnished,"RM 1,550",29/06/2026,
KV100238,Cyberjaya,Condominium,,3.0,,950 sq. ft.,Fully Furnished,"RM 2,300",2026-03-19,4.4
KV100068,Mont Kiara,Apartment,3.0,2.0,2.0,870 sq. ft.,Not Furnished,"RM 2,600",2025-12-30,3.5
KV100942,Petaling Jaya,Serviced Residence,2.0,2.0,,500 sq. ft.,Partially Furnished,"RM 1,400",24/02/2026,4.1
KV100246,Ampang  ,Apartment,4.0,3.0,2.0,920 sq. ft.,Partially Furnished,"RM 2,650",10/05/2025,3.3
KV100938,kajang,Serviced Residence,3.0,2.0,2.0,"13,760 sq. ft.",,"RM 1,900",2025-09-11,4.5
KV101104,Petaling Jaya,Condominium,4.0,3.0,3.0,840 sq. ft.,Fully Furnished,"RM 2,600",17/01/2026,3.7
KV100157,Shah Alam,Condominium,4.0,3.0,3.0,"1,650 sq. ft.",Fully Furnished,"RM 4,750",2026-03-18,3.2
KV100479,BANGSAR,Condominium,2.0,2.0,2.0,"1,160 sq. ft.",Partially Furnished,"RM 5,100",2025-12-11,4.0
KV100838,Petaling Jaya,Condominium,2.0,,2.0,940 sq. ft.,Not Furnished,"RM 2,050",2026-01-13,3.7
KV100645,  Ampang ,Apartment,4.0,3.0,3.0,780 sq. ft.,Fully Furnished,"RM 2,300",01/08/2025,3.2
KV100005,Mont Kiara,Apartment,3.0,2.0,2.0,760 sq. ft.,Not Furnished,"RM 2,650",2025-12-30,3.0
KV101111,Petaling Jaya,Terrace House,5.0,4.0,2.0,"1,520 sq. ft.",Fully Furnished,"RM 4,000",2026-02-02,3.1
KV100871,Kajang  ,Serviced Residence,2.0,1.0,0.0,900 sq. ft.,Fully Furnished,"RM 2,100",2026-01-18,3.1
KV100965,Subang Jaya,Serviced Residence,3.0,3.0,2.0,950 sq. ft.,Partially Furnished,"RM 2,350",2026-04-18,4.6
KV100018,Cyberjaya  ,Serviced Residence,4.0,3.0,3.0,"1,030 sq. ft.",Not Furnished,"RM 2,550",14/07/2025,3.8
KV101033,Petaling Jaya,Apartment,4.0,3.0,1.0,750 sq. ft.,Fully Furnished,"RM 2,000",2026-06-06,4.0
KV100121,cheras,Studio,1.0,1.0,-0.0,470 sq. ft.,NOT FURNISHED,"RM 1,000",2026-04-11,3.9
KV100946,Subang Jaya,Apartment,3.0,3.0,0.0,"1,000 sq. ft.",Partially Furnished,"RM 2,400",2025-07-01,3.9
KV100661,mont kiara,Condominium,3.0,3.0,0.0,"1,030 sq. ft.",Not Furnished,"RM 3,650",2026-04-01,3.4
KV101073,Cheras,Condominium,4.0,4.0,2.0,910 sq. ft.,Not Furnished,"RM 1,750",2026-06-29,3.3
KV100274,Bangsar,Apartment,4.0,3.0,3.0,880 sq. ft.,partially furnished,"RM 3,200",2026-08-12,3.8
KV100433,Cheras,Apartment,3.0,2.0,2.0,880 sq. ft.,Partially Furnished,"RM 1,500",2025-11-13,3.4
KV100811,Bangsar,Condominium,3.0,2.0,,"1,140 sq. ft.",Fully Furnished,"RM 4,750",2025-06-16,4.3
KV101181,ampang,Condominium,3.0,2.0,2.0,"1,140 sq. ft.",Fully Furnished,"RM 3,300",2025-08-22,3.8
KV101159,KLCC,Serviced Residence,3.0,3.0,2.0,"1,060 sq. ft.",Fully Furnished,"RM 6,600",2025-07-15,4.0
KV100181,Kajang  ,Apartment,3.0,2.0,2.0,"1,000 sq. ft.",FULLY FURNISHED,"RM 1,350",2026-06-22,
KV100184,Ampang,Condominium,3.0,3.0,2.0,"1,390 sq. ft.",Not Furnished,"RM 3,100",2026-05-06,
KV100406,Ampang,Serviced Residence,2.0,1.0,,970 sq. ft.,Fully Furnished,"RM 3,300",2025-11-03,
KV100865,Cyberjaya,Condominium,3.0,3.0,,"1,020 sq. ft.",Partially Furnished,"RM 2,550",2025-09-26,1.5
KV100520,bangsar,Condominium,4.0,3.0,3.0,"1,040 sq. ft.",Not Furnished,"RM 3,400",2025-12-31,3.9
KV101003,Kajang,Condominium,4.0,4.0,2.0,"1,060 sq. ft.",Fully Furnished,"RM 2,300",2025-08-28,4.2
KV100380,Kajang,Serviced Residence,3.0,3.0,,770 sq. ft.,Not Furnished,"RM 1,450",2026-06-29,3.9
KV100427,MONT KIARA,Serviced Residence,2.0,1.0,0.0,,Partially Furnished,"RM 3,600",2026-07-11,3.2
KV100078,subang jaya,Terrace House,4.0,3.0,1.0,"1,660 sq. ft.",Fully Furnished,"RM 3,450",15/05/2026,4.1
KV101009,  Kajang ,Condominium,2.0,,0.0,"1,180 sq. ft.",Partly Furnished,"RM 1,900",2026-03-07,4.1
KV100170,Cyberjaya,Serviced Residence,2.0,1.0,0.0,680 sq. ft.,Full Furnished,"RM 1,750",2025-05-15,4.1
KV100607,cyberjaya,Apartment,2.0,1.0,1.0,860 sq. ft.,not furnished,"RM 1,900",2025-03-30,3.7
KV101088,Mont Kiara,Serviced Residence,2.0,,1.0,830 sq. ft.,Partially Furnished,"RM 3,550",2025-09-24,4.7
KV101117,Petaling Jaya,Condominium,3.0,2.0,,940 sq. ft.,Not Furnished,"RM 2,450",2025-07-16,7.0
KV101076,Shah Alam,Apartment,3.0,2.0,,"1,000 sq. ft.",Fully Furnished,"RM 2,600",2025-05-24,4.0
KV100958,Petaling Jaya  ,Apartment,2.0,2.0,,880 sq. ft.,Not Furnished,"RM 2,050",2026-06-04,
KV100559,Cyberjaya,Serviced Residence,4.0,4.0,3.0,880 sq. ft.,FULLY FURNISHED,"RM 2,350",2026-02-24,3.0
KV100846,Puchong,Condominium,2.0,2.0,1.0,"1,430 sq. ft.",Not Furnished,"RM 2,850",06/04/2025,3.5
KV100690,Shah Alam,Terrace House,3.0,2.0,2.0,,Partially Furnished,"RM 3,300",26/06/2026,3.3
KV101192,petaling jaya,Condominium,3.0,3.0,2.0,"1,250 sq. ft.",Not Furnished,"RM 2,750",2025-09-27,4.0
KV101145,Setapak,Serviced Residence,4.0,3.0,2.0,710 sq. ft.,Fully Furnished,"RM 2,100",2025-10-23,5.0
KV100436,Subang Jaya,Apartment,2.0,1.0,,"1,010 sq. ft.",Fully Furnished,"RM 2,800",2025-05-20,3.5
KV100490,Bangsar,Terrace House,4.0,3.0,2.0,"1,360 sq. ft.",Fully Furnished,"RM 5,050",2025-05-13,3.4
KV100107,Puchong  ,Terrace House,3.0,3.0,2.0,"1,440 sq. ft.",Not Furnished,"RM 1,850",2026-08-13,
KV101126,subang jaya,Apartment,4.0,3.0,3.0,740 sq. ft.,,"RM 1,950",2025-09-28,4.4
KV100069,Petaling Jaya,Condominium,4.0,4.0,3.0,"1,060 sq. ft.",Fully Furnished,"RM 2,850",22/12/2025,4.1
KV100808,cyberjaya,Terrace House,5.0,4.0,,"1,340 sq. ft.",Not Furnished,"RM 2,150",2025-10-24,3.5
KV100011,mont kiara,Serviced Residence,3.0,2.0,2.0,820 sq. ft.,Fully Furnished,"RM 3,450",2026-05-04,
KV100144,Puchong,Condominium,4.0,3.0,1.0,"1,200 sq. ft.",Partially Furnished,"RM 2,650",19/06/2025,5.0
KV100917,  Cyberjaya ,Terrace House,4.0,3.0,,"1,320 sq. ft.",Fully Furnished,"RM 3,200",2025-05-02,4.3
KV100639,Mont Kiara,Terrace House,4.0,4.0,,"1,520 sq. ft.",Fully Furnished,"RM 5,500",03/07/2026,4.3
KV100176,Bangsar  ,Serviced Residence,3.0,2.0,2.0,"1,050 sq. ft.",FULLY FURNISHED,"RM 5,450",2025-07-22,4.2
KV100994,Cyberjaya,Apartment,2.0,1.0,2.0,930 sq. ft.,Partially Furnished,"RM 1,750",2025-06-11,2.9
KV100440,Cheras,Apartment,3.0,3.0,2.0,710 sq. ft.,Not Furnished,"RM 1,050",2026-06-03,4.0
KV100521,Shah Alam,Condominium,2.0,,0.0,"1,020 sq. ft.",Partially Furnished,"RM 1,950",2026-06-05,
KV101004,Subang Jaya,Condominium,4.0,3.0,2.0,,Not Furnished,"RM 3,700",2025-06-17,
KV100143,Ampang,Condominium,2.0,2.0,,"1,280 sq. ft.",Partially Furnished,"RM 4,250",2025-06-08,3.9
KV100753,  Petaling Jaya ,Apartment,4.0,4.0,2.0,880 sq. ft.,Fully Furnished,"RM 2,350",03/09/2025,4.4
KV100519,  Shah Alam ,Condominium,4.0,3.0,,"1,130 sq. ft.",Fully Furnished,"RM 3,600",09/11/2025,4.3
